name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,date
New Zealand,NZL,NZD,5.9,1.313283866,40515.94,1/1/15
Norway,NOR,NOK,48,7.6225,100578.968,1/1/15
Pakistan,PAK,PKR,300,100.735,1274.756,1/1/15
Peru,PER,PEN,10,3.008,6540.989,1/1/15
Philippines,PHL,PHP,163,44.41,2790.878,1/1/15
Poland,POL,PLN,9.2,3.7066,13435.263,1/1/15
Portugal,PRT,EUR,3,0.863073404,20995.33,1/1/15
Russia,RUS,RUB,89,65.227,14591.33,1/1/15
Saudi Arabia,SAU,SAR,11,3.7569,24953.086,1/1/15
Singapore,SGP,SGD,4.7,1.33315,55182.483,1/1/15
South Africa,ZAF,ZAR,25.5,11.47875,6621.122,1/1/15
South Korea,KOR,KRW,4100,1083.3,25975.068,1/1/15
Spain,ESP,EUR,3.65,0.863073404,29150.345,1/1/15
Sri Lanka,LKA,LKR,350,131.875,,1/1/15
Sweden,SWE,SEK,40.7,8.19145,58014.168,1/1/15
Switzerland,CHE,CHF,6.5,0.86165,81276.126,1/1/15
Taiwan,TWN,TWD,79,31.493,20924.921,1/1/15
Thailand,THA,THB,99,32.605,5675.8,1/1/15
Turkey,TUR,TRY,9.25,2.33345,10721.063,1/1/15
UAE,ARE,AED,13,3.67305,,1/1/15
Ukraine,UKR,UAH,19,15.822,,1/1/15
United States,USA,USD,4.79,1,53000.972,1/1/15
Uruguay,URY,UYU,113,24.425,,1/1/15
Venezuela,VEN,VEF,132,52.1021,,1/1/15
Vietnam,VNM,VND,60000,21380,,1/1/15
Argentina,ARG,ARS,28,9.135,12873.16,7/1/15
Australia,AUS,AUD,5.3,1.35126005,61219.156,7/1/15
Austria,AUT,EUR,3.39,0.912700224,51306.674,7/1/15
Belgium,BEL,EUR,3.7,0.912700224,47721.586,7/1/15
Brazil,BRA,BRL,13.5,3.15235,11604.471,7/1/15
Britain,GBR,GBP,2.89,0.640450877,45653.41,7/1/15
Canada,CAN,CAD,5.85,1.2897,50397.862,7/1/15
Chile,CHL,CLP,2100,642.45,14477.099,7/1/15
China,CHN,CNY,17,6.2092,7588.996,7/1/15
Colombia,COL,COP,7900,2708.9,8075.644,7/1/15
Costa Rica,CRI,CRC,2150,533.3,,7/1/15
Czech Republic,CZE,CZK,70,24.70225,19563.33,7/1/15
Denmark,DNK,DKK,34.59,6.81105,60563.623,7/1/15
Egypt,EGY,EGP,16.93,7.83005,3303.752,7/1/15
Estonia,EST,EUR,2.95,0.912700224,19670.852,7/1/15
Euro area,EUZ,EUR,3.7,0.912700224,40028.39054,7/1/15
Finland,FIN,EUR,4.1,0.912700224,49496.717,7/1/15
France,FRA,EUR,4.1,0.912700224,44538.147,7/1/15
Germany,DEU,EUR,3.59,0.912700224,47589.972,7/1/15
Greece,GRC,EUR,3.05,0.912700224,21653.081,7/1/15
Hong Kong,HKG,HKD,19.2,7.7508,39871.096,7/1/15
Hungary,HUN,HUF,900,282.8778,13881.131,7/1/15
India,IND,INR,116.25,63.43,1626.982,7/1/15
Indonesia,IDN,IDR,30500,13344.5,3533.529,7/1/15
Ireland,IRL,EUR,3.7,0.912700224,53461.974,7/1/15
Israel,ISR,ILS,17.5,3.77835,36990.982,7/1/15
Italy,ITA,EUR,4,0.912700224,35823.219,7/1/15
Japan,JPN,JPY,370,123.935,36331.742,7/1/15
Malaysia,MYS,MYR,7.65,3.8065,10803.525,7/1/15
Mexico,MEX,MXN,49,15.73975,10714.826,7/1/15
Netherlands,NLD,EUR,3.45,0.912700224,51372.963,7/1/15
New Zealand,NZL,NZD,5.9,1.509092281,43837.294,7/1/15
Norway,NOR,NOK,46,8.14255,97013.261,7/1/15
Pakistan,PAK,PKR,350,101.7,1342.73,7/1/15
Peru,PER,PEN,10,3.1835,6458.287,7/1/15
Philippines,PHL,PHP,163,45.2125,2865.485,7/1/15
Poland,POL,PLN,9.6,3.7736,14378.622,7/1/15
Portugal,PRT,EUR,3,0.912700224,22130.488,7/1/15
Russia,RUS,RUB,107,56.815,12925.964,7/1/15
Saudi Arabia,SAU,SAR,12,3.75055,24454.016,7/1/15
Singapore,SGP,SGD,4.7,1.3664,56319.338,7/1/15
South Africa,ZAF,ZAR,26,12.41455,6482.753,7/1/15
South Korea,KOR,KRW,4300,1143.5,28100.717,7/1/15
Spain,ESP,EUR,3.65,0.912700224,30278.346,7/1/15
Sri Lanka,LKA,LKR,350,133.85,,7/1/15
Sweden,SWE,SEK,43.7,8.52265,58491.468,7/1/15
Switzerland,CHE,CHF,6.5,0.9528,87475.464,7/1/15
Taiwan,TWN,TWD,79,31.02,22597.73,7/1/15
Thailand,THA,THB,108,34.0875,5444.556,7/1/15
Turkey,TUR,TRY,10.25,2.6457,10482.14,7/1/15
UAE,ARE,AED,13,3.67295,,7/1/15
Ukraine,UKR,UAH,34,21.95,,7/1/15
United States,USA,USD,4.79,1,54596.653,7/1/15
Uruguay,URY,UYU,113,27.345,,7/1/15
Venezuela,VEN,VEF,132,197,,7/1/15
Vietnam,VNM,VND,60000,21810,,7/1/15
Argentina,ARG,ARS,33,13.80925,12735.196,1/1/16
Australia,AUS,AUD,5.3,1.415728746,61066.154,1/1/16
Austria,AUT,EUR,3.5,0.930232558,51433.004,1/1/16
Belgium,BEL,EUR,3.95,0.930232558,47682.132,1/1/16
Brazil,BRA,BRL,13.5,4.0248,11572.7,1/1/16
Britain,GBR,GBP,2.89,0.684532977,45729.267,1/1/16
Canada,CAN,CAD,5.84,1.4092,50304.025,1/1/16
Chile,CHL,CLP,2100,715.215,14479.829,1/1/16
China,CHN,CNY,17.6,6.5582,7571.543,1/1/16
Colombia,COL,COP,7900,3253.9,7928.061,1/1/16
Costa Rica,CRI,CRC,2150,535.25,,1/1/16
Czech Republic,CZE,CZK,75,25.1442,19526.401,1/1/16
Denmark,DNK,DKK,30,6.9405,60947.383,1/1/16
Egypt,EGY,EGP,16.93,7.83005,3303.752,1/1/16
Estonia,EST,EUR,3,0.930232558,20090.024,1/1/16
Euro area,EUZ,EUR,3.72,0.930232558,40001.31716,1/1/16
Finland,FIN,EUR,4.1,0.930232558,50015.698,1/1/16
France,FRA,EUR,4.1,0.930232558,44331.604,1/1/16
Germany,DEU,EUR,3.59,0.930232558,47773.578,1/1/16
Greece,GRC,EUR,3.35,0.930232558,21648.203,1/1/16
Hong Kong,HKG,HKD,19.2,7.75235,40032.534,1/1/16
Hungary,HUN,HUF,900,292.67905,13869.538,1/1/16
India,IND,INR,127,66.8025,1607.646,1/1/16
Indonesia,IDN,IDR,30500,13947.5,3524.075,1/1/16
Ireland,IRL,EUR,3.95,0.930232558,54411.136,1/1/16
Israel,ISR,ILS,16.9,3.94105,37222.384,1/1/16
Italy,ITA,EUR,4,0.930232558,35334.815,1/1/16
Japan,JPN,JPY,370,118.645,36221.812,1/1/16
Malaysia,MYS,MYR,8,4.3925,11049.28,1/1/16
Mexico,MEX,MXN,49,17.43675,10784.464,1/1/16
Netherlands,NLD,EUR,3.45,0.930232558,52224.644,1/1/16
New Zealand,NZL,NZD,5.9,1.508068165,43363.232,1/1/16
Norway,NOR,NOK,46.8,8.97465,96930.485,1/1/16
Pakistan,PAK,PKR,300,104.885,1325.79,1/1/16
Peru,PER,PEN,10,3.418,6448.534,1/1/16
Philippines,PHL,PHP,131,47.0225,2862.38,1/1/16
Poland,POL,PLN,9.6,4.0477,14411.495,1/1/16
Portugal,PRT,EUR,3,0.930232558,22122.981,1/1/16
Russia,RUS,RUB,114,74.655,12717.687,1/1/16
Saudi Arabia,SAU,SAR,12,3.7543,24252.173,1/1/16
Singapore,SGP,SGD,4.7,1.43725,56286.553,1/1/16
South Africa,ZAF,ZAR,28,15.81375,6482.753,1/1/16
South Korea,KOR,KRW,4300,1197.75,27970.494,1/1/16
Spain,ESP,EUR,3.5,0.930232558,30271.524,1/1/16
Sri Lanka,LKA,LKR,350,144.05,,1/1/16
Sweden,SWE,SEK,45,8.60185,58538.061,1/1/16
Switzerland,CHE,CHF,6.5,1.0088,86468.355,1/1/16
Taiwan,TWN,TWD,69,33.2315,22599.765,1/1/16
Thailand,THA,THB,112,36.22,5896.361,1/1/16
Turkey,TUR,TRY,10.25,3.0096,10381.025,1/1/16
UAE,ARE,AED,13,3.6731,,1/1/16
Ukraine,UKR,UAH,36,23.35,,1/1/16
United States,USA,USD,4.93,1,54369.826,1/1/16
Uruguay,URY,UYU,113,30.185,,1/1/16
Venezuela,VEN,VEF,132,198.6986,,1/1/16
Vietnam,VNM,VND,60000,22467.5,,1/1/16
Argentina,ARG,ARS,50,14.935,13588.846,7/1/16
Australia,AUS,AUD,5.75,1.335737661,50961.865,7/1/16
Austria,AUT,EUR,3.6,0.908306463,43724.031,7/1/16
Belgium,BEL,EUR,3.95,0.908306463,40106.632,7/1/16
Brazil,BRA,BRL,15.5,3.24145,8669.998,7/1/16
Britain,GBR,GBP,2.99,0.758840492,43770.688,7/1/16
Canada,CAN,CAD,6,1.303,43331.961,7/1/16
Chile,CHL,CLP,2300,651.12,13340.905,7/1/16
China,CHN,CNY,18.6,6.678,7989.72,7/1/16
Colombia,COL,COP,8900,2929,6083.51,7/1/16
Costa Rica,CRI,CRC,2250,546.39,,7/1/16
Czech Republic,CZE,CZK,75,24.54655,17256.918,7/1/16
Denmark,DNK,DKK,30,6.75715,52114.165,7/1/16
Egypt,EGY,EGP,23,8.87995,3740.249,7/1/16
Estonia,EST,EUR,3.1,0.908306463,17288.083,7/1/16
Euro area,EUZ,EUR,3.82,0.908306463,34142.38535,7/1/16
Finland,FIN,EUR,4.6,0.908306463,41973.988,7/1/16
France,FRA,EUR,4.1,0.908306463,37675.006,7/1/16
Germany,DEU,EUR,3.79,0.908306463,40996.511,7/1/16
Greece,GRC,EUR,3.35,0.908306463,18064.288,7/1/16
Hong Kong,HKG,HKD,19.2,7.7554,42389.63,7/1/16
Hungary,HUN,HUF,900,285.6397,12239.894,7/1/16
India,IND,INR,162,67.2,1617.309,7/1/16
Indonesia,IDN,IDR,31000,13112.5,3362.357,7/1/16
Ireland,IRL,EUR,4,0.908306463,51350.744,7/1/16
Israel,ISR,ILS,16.9,3.85875,35343.336,7/1/16
Italy,ITA,EUR,4.2,0.908306463,29866.581,7/1/16
Japan,JPN,JPY,370,106.725,32485.545,7/1/16
Malaysia,MYS,MYR,8,4.027,9556.774,7/1/16
Mexico,MEX,MXN,44,18.535,9009.28,7/1/16
Netherlands,NLD,EUR,3.45,0.908306463,43603.115,7/1/16
New Zealand,NZL,NZD,6,1.421363087,37044.891,7/1/16
Norway,NOR,NOK,46.8,8.49355,74822.106,7/1/16
Pakistan,PAK,PKR,375,104.82,1449.978,7/1/16
Peru,PER,PEN,10,3.30585,6021.104,7/1/16
Philippines,PHL,PHP,133,47.115,2858.144,7/1/16
Poland,POL,PLN,9.6,3.96565,12495.334,7/1/16
Portugal,PRT,EUR,3.05,0.908306463,19121.592,7/1/16
Russia,RUS,RUB,130,63.40755,9054.914,7/1/16
Saudi Arabia,SAU,SAR,12,3.7505,20812.586,7/1/16
Singapore,SGP,SGD,5.45,1.3577,52887.77,7/1/16
South Africa,ZAF,ZAR,30,14.27375,5694.572,7/1/16
South Korea,KOR,KRW,4400,1140.95,27195.197,7/1/16
Spain,ESP,EUR,3.5,0.908306463,25864.721,7/1/16
Sri Lanka,LKA,LKR,530,146.2,,7/1/16
Sweden,SWE,SEK,44.94,8.59485,49866.266,7/1/16
Switzerland,CHE,CHF,6.5,0.9861,80675.308,7/1/16
Taiwan,TWN,TWD,69,32.029,22287.562,7/1/16
Thailand,THA,THB,119,34.965,5742.282,7/1/16
Turkey,TUR,TRY,10.75,3.04305,9437.372,7/1/16
UAE,ARE,AED,13,3.6731,,7/1/16
Ukraine,UKR,UAH,39,24.8,,7/1/16
United States,USA,USD,5.04,1,55805.204,7/1/16
Uruguay,URY,UYU,123,30.165,,7/1/16
Venezuela,VEN,VEF,2170,641.4001,,7/1/16
Vietnam,VNM,VND,60000,22300,,7/1/16
Argentina,ARG,ARS,55,15.8575,13588.846,1/1/17
Australia,AUS,AUD,5.8,1.356668023,50961.865,1/1/17
Austria,AUT,EUR,3.4,0.955246692,43724.031,1/1/17
Belgium,BEL,EUR,3.95,0.955246692,40106.632,1/1/17
Brazil,BRA,BRL,16.5,3.22395,8669.998,1/1/17
Britain,GBR,GBP,3.09,0.82877507,43770.688,1/1/17
Canada,CAN,CAD,5.98,1.326,43331.961,1/1/17
Chile,CHL,CLP,2450,672.805,13340.905,1/1/17
China,CHN,CNY,19.6,6.9266,7989.72,1/1/17
Colombia,COL,COP,9900,2994.625,6083.51,1/1/17
Costa Rica,CRI,CRC,2250,554.33,,1/1/17
Czech Republic,CZE,CZK,75,25.81175,17256.918,1/1/17
Denmark,DNK,DKK,30,7.10125,52114.165,1/1/17
Egypt,EGY,EGP,27.49,18.77,3740.249,1/1/17
Estonia,EST,EUR,3.1,0.955246692,17288.083,1/1/17
Euro area,EUZ,EUR,3.88,0.955246692,34142.38535,1/1/17
Finland,FIN,EUR,4.55,0.955246692,41973.988,1/1/17
France,FRA,EUR,4.1,0.955246692,37675.006,1/1/17
Germany,DEU,EUR,3.79,0.955246692,40996.511,1/1/17
Greece,GRC,EUR,3.35,0.955246692,18064.288,1/1/17
Hong Kong,HKG,HKD,19.2,7.75595,42389.63,1/1/17
Hungary,HUN,HUF,900,294.6172,12239.894,1/1/17
India,IND,INR,170,68.3275,1617.309,1/1/17
Indonesia,IDN,IDR,31000,13329,3362.357,1/1/17
Ireland,IRL,EUR,4,0.955246692,51350.744,1/1/17
Israel,ISR,ILS,16.9,3.855,35343.336,1/1/17
Italy,ITA,EUR,4.2,0.955246692,29866.581,1/1/17
Japan,JPN,JPY,380,116.665,32485.545,1/1/17
Malaysia,MYS,MYR,8,4.4715,9556.774,1/1/17
Mexico,MEX,MXN,49,21.9505,9009.28,1/1/17
Netherlands,NLD,EUR,3.61,0.955246692,43603.115,1/1/17
New Zealand,NZL,NZD,6,1.43358899,37044.891,1/1/17
Norway,NOR,NOK,49,8.64835,74822.106,1/1/17
Pakistan,PAK,PKR,375,104.775,1449.978,1/1/17
Peru,PER,PEN,11,3.3929,6021.104,1/1/17
Philippines,PHL,PHP,133,49.615,2858.144,1/1/17
Poland,POL,PLN,9.6,4.17215,12495.334,1/1/17
Portugal,PRT,EUR,3.05,0.955246692,19121.592,1/1/17
Russia,RUS,RUB,130,60.4375,9054.914,1/1/17
Saudi Arabia,SAU,SAR,12,3.75065,20812.586,1/1/17
Singapore,SGP,SGD,5.6,1.43875,52887.77,1/1/17
South Africa,ZAF,ZAR,26.32,13.9525,5694.572,1/1/17
South Korea,KOR,KRW,4400,1196.45,27195.197,1/1/17
Spain,ESP,EUR,3.95,0.955246692,25864.721,1/1/17
Sri Lanka,LKA,LKR,550,150.06,,1/1/17
Sweden,SWE,SEK,48,9.12455,49866.266,1/1/17
Switzerland,CHE,CHF,6.5,1.0236,80675.308,1/1/17
Taiwan,TWN,TWD,69,31.905,22287.562,1/1/17
Thailand,THA,THB,119,35.573,5742.282,1/1/17
Turkey,TUR,TRY,10.75,3.91115,9437.372,1/1/17
UAE,ARE,AED,13,3.673,,1/1/17
Ukraine,UKR,UAH,42,27.235,,1/1/17
United States,USA,USD,5.06,1,55805.204,1/1/17
Uruguay,URY,UYU,125,28.725,,1/1/17
Venezuela,VEN,VEF,3550,676.6047,,1/1/17
Vietnam,VNM,VND,60000,22572,,1/1/17
Argentina,ARG,ARS,70,16.9675,12502.822,7/1/17
Australia,AUS,AUD,5.9,1.303016483,51850.269,7/1/17
Austria,AUT,EUR,3.4,0.875695083,44498.37,7/1/17
Belgium,BEL,EUR,4.05,0.875695083,41283.274,7/1/17
Brazil,BRA,BRL,16.5,3.2343,8726.901,7/1/17
Britain,GBR,GBP,3.19,0.775885479,43770.688,7/1/17
Canada,CAN,CAD,5.97,1.2823,42210.132,7/1/17
Chile,CHL,CLP,2550,663.355,13575.996,7/1/17
China,CHN,CNY,19.8,6.7875,8113.257,7/1/17
Colombia,COL,COP,9900,3052.16,5792.182,7/1/17
Costa Rica,CRI,CRC,2290,572.495,,7/1/17
Czech Republic,CZE,CZK,75,22.8561,18286.333,7/1/17
Denmark,DNK,DKK,30,6.51255,53743.966,7/1/17
Egypt,EGY,EGP,31.37,17.885,3684.574,7/1/17
Estonia,EST,EUR,3.15,0.875695083,17632.704,7/1/17
Euro area,EUZ,EUR,3.91,0.875695083,35066.00744,7/1/17
Finland,FIN,EUR,4.56,0.875695083,43169.218,7/1/17
France,FRA,EUR,4.1,0.875695083,38127.652,7/1/17
Germany,DEU,EUR,3.9,0.875695083,41902.283,7/1/17
Greece,GRC,EUR,3.35,0.875695083,17900.73,7/1/17
Hong Kong,HKG,HKD,19.2,7.8115,43527.994,7/1/17
Hungary,HUN,HUF,862,268.6239,12778.288,7/1/17
India,IND,INR,178,64.5575,1723.301,7/1/17
Indonesia,IDN,IDR,32126,13369.5,3604.291,7/1/17
Ireland,IRL,EUR,4.07,0.875695083,62562.272,7/1/17
Israel,ISR,ILS,16.9,3.5405,37262.4,7/1/17
Italy,ITA,EUR,4.2,0.875695083,30507.181,7/1/17
Japan,JPN,JPY,380,113.06,38917.286,7/1/17
Malaysia,MYS,MYR,8.6,4.2935,9556.774,7/1/17
Mexico,MEX,MXN,49,17.79075,9009.28,7/1/17
Netherlands,NLD,EUR,3.61,0.875695083,43603.115,7/1/17
New Zealand,NZL,NZD,6.1,1.376273053,37044.891,7/1/17
Norway,NOR,NOK,49,8.2852,74822.106,7/1/17
Pakistan,PAK,PKR,375,105.15,1449.978,7/1/17
Peru,PER,PEN,10.5,3.2515,6021.104,7/1/17
Philippines,PHL,PHP,134,50.5765,2858.144,7/1/17
Poland,POL,PLN,10.1,3.7086,12495.334,7/1/17
Portugal,PRT,EUR,3.25,0.875695083,19121.592,7/1/17
Russia,RUS,RUB,137,60.1369,9054.914,7/1/17
Saudi Arabia,SAU,SAR,12,3.75015,20812.586,7/1/17
Singapore,SGP,SGD,5.6,1.3777,52887.77,7/1/17
South Africa,ZAF,ZAR,30,13.27,5694.572,7/1/17
South Korea,KOR,KRW,4400,1144.65,27538.806,7/1/17
Spain,ESP,EUR,3.8,0.875695083,25864.721,7/1/17
Sri Lanka,LKA,LKR,580,153.725,,7/1/17
Sweden,SWE,SEK,48.97,8.41565,49866.266,7/1/17
Switzerland,CHE,CHF,6.5,0.96415,80675.308,7/1/17
Taiwan,TWN,TWD,69,30.4775,22287.562,7/1/17
Thailand,THA,THB,119,34.0365,5742.282,7/1/17
Turkey,TUR,TRY,10.75,3.57605,9437.372,7/1/17
UAE,ARE,AED,14,3.673,,7/1/17
Ukraine,UKR,UAH,44,25.915,,7/1/17
United States,USA,USD,5.3,1,55805.204,7/1/17
Uruguay,URY,UYU,130,28.705,,7/1/17
Venezuela,VEN,VEF,10950,2700,,7/1/17
Vietnam,VNM,VND,60000,22732.5,,7/1/17
Argentina,ARG,ARS,75,18.9375,12493.909,1/1/18
Australia,AUS,AUD,5.9,1.253682693,51737.228,1/1/18
Austria,AUT,EUR,3.4,0.816826629,44232.94,1/1/18
Belgium,BEL,EUR,4.1,0.816826629,41247.858,1/1/18
Brazil,BRA,BRL,16.5,3.2279,8726.901,1/1/18
Britain,GBR,GBP,3.19,0.72285673,40049.779,1/1/18
Canada,CAN,CAD,6.55,1.2459,42224.939,1/1/18
Chile,CHL,CLP,2600,605.935,13575.996,1/1/18
China,CHN,CNY,20.4,6.432,8123.256,1/1/18
Colombia,COL,COP,10900,2844.12,5792.182,1/1/18
Costa Rica,CRI,CRC,2290,568.53,,1/1/18
Czech Republic,CZE,CZK,79,20.747,18507.729,1/1/18
Denmark,DNK,DKK,30,6.0827,53744.643,1/1/18
Egypt,EGY,EGP,34.21,17.7,3684.574,1/1/18
Estonia,EST,EUR,3.15,0.816826629,17786.014,1/1/18
Euro area,EUZ,EUR,3.95,0.816826629,35189.71087,1/1/18
Finland,FIN,EUR,4.56,0.816826629,43482.406,1/1/18
France,FRA,EUR,4.2,0.816826629,38177.856,1/1/18
Germany,DEU,EUR,3.9,0.816826629,42176.854,1/1/18
Greece,GRC,EUR,3.35,0.816826629,18049.302,1/1/18
Hong Kong,HKG,HKD,20.5,7.819,43561.08,1/1/18
Hungary,HUN,HUF,864,252.14215,12652.454,1/1/18
India,IND,INR,180,63.86125,1741.652,1/1/18
Indonesia,IDN,IDR,32500,13359,3604.291,1/1/18
Ireland,IRL,EUR,4.07,0.816826629,64782.3,1/1/18
Israel,ISR,ILS,16.5,3.43635,37192.14,1/1/18
Italy,ITA,EUR,4.2,0.816826629,30507.181,1/1/18
Japan,JPN,JPY,380,110.725,38882.636,1/1/18
Malaysia,MYS,MYR,9,3.954,9374.099,1/1/18
Mexico,MEX,MXN,48,18.6635,8562.16,1/1/18
Netherlands,NLD,EUR,3.71,0.816826629,45657.568,1/1/18
New Zealand,NZL,NZD,6.2,1.374664925,38277.934,1/1/18
Norway,NOR,NOK,49,7.8501,70553.114,1/1/18
Pakistan,PAK,PKR,375,110.505,1440.967,1/1/18
Peru,PER,PEN,10.5,3.212,6203.656,1/1/18
Philippines,PHL,PHP,134,50.725,2926.6,1/1/18
Poland,POL,PLN,10.1,3.40575,12361.266,1/1/18
Portugal,PRT,EUR,3.2,0.816826629,19820.783,1/1/18
Russia,RUS,RUB,130,56.745,8945.644,1/1/18
Saudi Arabia,SAU,SAR,12,3.7503,20364.999,1/1/18
Singapore,SGP,SGD,5.8,1.32255,52960.558,1/1/18
South Africa,ZAF,ZAR,30,12.25815,5302.043,1/1/18
South Korea,KOR,KRW,4400,1069.25,27534.841,1/1/18
Spain,ESP,EUR,3.95,0.816826629,26565.15,1/1/18
Sri Lanka,LKA,LKR,580,153.8,,1/1/18
Sweden,SWE,SEK,49.1,8.0188,51124.76,1/1/18
Switzerland,CHE,CHF,6.5,0.96085,80345.623,1/1/18
Taiwan,TWN,TWD,69,29.553,22496.997,1/1/18
Thailand,THA,THB,119,31.95,5901.747,1/1/18
Turkey,TUR,TRY,10.75,3.8026,10817.406,1/1/18
UAE,ARE,AED,14,3.673,,1/1/18
Ukraine,UKR,UAH,47,28.715,,1/1/18
United States,USA,USD,5.28,1,57607.613,1/1/18
Uruguay,URY,UYU,140,28.58,,1/1/18
Venezuela,VEN,VEF,0,0,,1/1/18
Vietnam,VNM,VND,65000,22711.5,,1/1/18
United Arab Emirates,ARE,AED,14,3.67315,37225.745,7/1/18
Argentina,ARG,ARS,75,27.725,14466.552,7/1/18
Australia,AUS,AUD,6.05,1.339853956,55707.275,7/1/18
Austria,AUT,EUR,3.4,0.853205921,47289.997,7/1/18
Azerbaijan,AZE,AZN,3.95,1.70175,4140.65,7/1/18
Belgium,BEL,EUR,4.1,0.853205921,43582.165,7/1/18
Bahrain,BHR,BHD,1.2,0.37955,24028.728,7/1/18
Brazil,BRA,BRL,16.9,3.83835,9894.929,7/1/18
Canada,CAN,CAD,6.65,1.31235,45077.388,7/1/18
Switzerland,CHE,CHF,6.5,0.99325,80590.91,7/1/18
Chile,CHL,CLP,2640,651.73,15070.413,7/1/18
China,CHN,CNY,20.5,6.622,8643.107,7/1/18
Colombia,COL,COP,11900,2874.07,6272.818,7/1/18
Costa Rica,CRI,CRC,2290,567.8,11685.161,7/1/18
Czech Republic,CZE,CZK,75,22.06475,20152.408,7/1/18
Germany,DEU,EUR,4.12,0.853205921,44549.688,7/1/18
Denmark,DNK,DKK,30,6.3591,56444.103,7/1/18
Egypt,EGY,EGP,31.37,17.905,2500.772,7/1/18
Spain,ESP,EUR,4.1,0.853205921,28358.808,7/1/18
Estonia,EST,EUR,3.15,0.853205921,19840.135,7/1/18
Euro area,EUZ,EUR,4.04,0.853205921,37250.29028,7/1/18
Finland,FIN,EUR,4.62,0.853205921,46016.744,7/1/18
France,FRA,EUR,4.2,0.853205921,39869.075,7/1/18
Britain,GBR,GBP,3.19,0.753863551,39734.592,7/1/18
Greece,GRC,EUR,3.35,0.853205921,18637.27,7/1/18
Guatemala,GTM,GTQ,25,7.4871,4471.873,7/1/18
Hong Kong,HKG,HKD,20,7.84825,46109.124,7/1/18
Honduras,HND,HNL,85,23.9926,2765.881,7/1/18
Croatia,HRV,HRK,21,6.31275,13138.288,7/1/18
Hungary,HUN,HUF,850,276.4302,15531.209,7/1/18
Indonesia,IDN,IDR,31500,14360,3875.771,7/1/18
India,IND,INR,173,68.825,1982.702,7/1/18
Ireland,IRL,EUR,4.07,0.853205921,70638.259,7/1/18
Israel,ISR,ILS,17,3.6349,40258.361,7/1/18
Italy,ITA,EUR,4.2,0.853205921,31984.013,7/1/18
Jordan,JOR,JOD,1.95,0.71005,5677.617,7/1/18
Japan,JPN,JPY,390,111.25,38439.517,7/1/18
South Korea,KOR,KRW,4500,1116,29891.255,7/1/18
Kuwait,KWT,KWD,1.05,0.3025,27318.517,7/1/18
Lebanon,LBN,LBP,6500,1511,11408.834,7/1/18
Sri Lanka,LKA,LKR,580,159.27,4084.626,7/1/18
Lithuania,LTU,EUR,2.8,0.853205921,16730.226,7/1/18
Latvia,LVA,EUR,2.7,0.853205921,15547.236,7/1/18
Moldova,MDA,MDL,43,16.6526,2279.645,7/1/18
Mexico,MEX,MXN,49,19.0515,9304.174,7/1/18
Malaysia,MYS,MYR,8.45,4.0225,9812.8,7/1/18
Nicaragua,NIC,NIO,103,31.5872,2206.638,7/1/18
Netherlands,NLD,EUR,3.79,0.853205921,48345.726,7/1/18
Norway,NOR,NOK,42,8.0415,74940.62,7/1/18
New Zealand,NZL,NZD,6.2,1.464343242,41593.062,7/1/18
Oman,OMN,OMR,1.05,0.385,17972.922,7/1/18
Pakistan,PAK,PKR,375,121.49,1541.08,7/1/18
Peru,PER,PEN,10.5,3.2715,6762.192,7/1/18
Philippines,PHL,PHP,140,53.487,2976.307,7/1/18
Poland,POL,PLN,10.1,3.68695,13822.619,7/1/18
Portugal,PRT,EUR,3.25,0.853205921,21161.286,7/1/18
Qatar,QAT,QAR,12,3.641,60804.259,7/1/18
Romania,ROU,RON,9.2,3.97325,10757.004,7/1/18
Russia,RUS,RUB,130,62.14065,10608.159,7/1/18
Saudi Arabia,SAU,SAR,12,3.7504,21120.481,7/1/18
Singapore,SGP,SGD,5.8,1.35585,57713.335,7/1/18
Slovakia,SVK,EUR,3,0.853205921,17664.299,7/1/18
Slovenia,SVN,EUR,2.3,0.853205921,23654.409,7/1/18
Sweden,SWE,SEK,51,8.7526,53217.627,7/1/18
Thailand,THA,THB,119,33.17,6590.638,7/1/18
Turkey,TUR,TRY,10.75,4.70625,10511.996,7/1/18
Taiwan,TWN,TWD,69,30.3725,24576.665,7/1/18
Ukraine,UKR,UAH,50,26.199,2582.838,7/1/18
Uruguay,URY,UYU,140,31.31,16722.407,7/1/18
United States,USA,USD,5.51,1,59501.114,7/1/18
Vietnam,VNM,VND,65000,23039.5,2353.691,7/1/18
South Africa,ZAF,ZAR,31,13.3619,6179.87,7/1/18
